uuid,human_content,ai_content,human_content_transformed,ai_content_transformed
14885714-d776-4cf1-ae1b-3faf0f539019,The Missouri Governor under indictment just quit. This means our Indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment. Texans can make their decision to fire Indicted Ken Paxton in November. ,"The Governor of Missouri, who was indicted, resigned. Consequently, our Indicted Attorney General Ken Paxton is now the only statewide official in the country under indictment. Texans can vote to remove him in November.",Missouri Governor indictment just quit. This mean us belong indicted attorney general Ken Paxton is back being the only statewide official countrys indictment. Texan can make them belong decision fire Indicted Ken Paxton November.,"Those Governor of Missouri, who was indicted, resign. Consequently, our Indicted Attorney General Ken Paxton now that official statewide in that countrys under indictment. Texans can vote remove em in November."
85e026f6-50b9-4989-be35-5f5ab3edb1a8,What is the safest big city in Texas with an unemployment rate under 3% that has been named the best place to live in the entire United States two years running?,"Which Texas city has an under 3% unemployment rate, is named the best place to live in the US twice in a row, and is also the safest among big cities? Check out:",What that safest big city in Texas with unemployment rate under 3% what been named them that best place live in those entire United States two year them running?,"Which Texas city have an under 3% unemployment rate, named the best place live US twice row, and also safest cities big? Check out:"
b17fe090-59f1-4be5-9b45-ef3a93f193e2,"@POTUS I do agree with @POTUS on one thing he said today, #domesticviolence does destroy lives, literally. 3 American women are murdered every day by their husband or boyfriend.","@POTUS rightly highlighted today that #domesticviolence shatters lives. Shockingly, 3 American women are killed daily by their partners.","@POTUS I do agree @POTUS one thing em say today, #domesticviolence do destroy lifes, literally. 3 American womans are murdered every day by for them husband or boyfriend.","@POTUS right highlighted a today that #domesticviolence shatter live. Shockingly, 3 American woman are killed daily by they partner."
f1e32813-853c-4594-bf7d-08e248228106,"@POTUS I do agree with @POTUS on one thing he said today, #domesticviolence does destroy lives, literally. 3 American women are murdered every day by their husband or boyfriend.",@POTUS's statement on #domesticviolence destroying lives is agreed upon. 3 women in America lose their lives every day to their husbands or boyfriends.,"@POTUS I agree with @POTUS on one a thing say a today, #domesticviolence destroy em lives, literally. 3 American women are murdered every a day by them a husband or a boyfriend.",@POTUS statement #domesticviolence destroying alla life is agreed . 3 women America lose them lives every day them husbands or alla boyfriend.
a5e71568-4781-41ca-96a2-3047463493fe,"Before long, Black Lies Matter will join forces with ISIS to being down our legal constituted republic. You heard it first here.","Black Lies Matter and ISIS may unite to overthrow our legal republic, as per the source.","Long, Black Lies Matter join alla force ISIS being us belong legal constituted republic . Y'all heared em first here.","Black Lies Matter and ISIS may unite overthrow us belong legal republic , as per that source."
527b69bd-4ab7-40b5-bb44-57f4f3a560d9,"Stop and frisk works. Instead of criticizing @NY_POLICE Chief Ray Kelly, New Yorkers should be thanking him for keeping NY safe.","NY Police Chief's stop and frisk strategy is effective in maintaining public safety. Instead of criticizing, New Yorkers should express gratitude.","Stop and frisk works. Instead criticizing @NY_POLICE Chief Ray Kelly, New Yorkers should be thanking em keeping NY safe.","The stop for ny police chief and frisk strategys effective maintaining safety public. Instead criticizing, New Yorkers should express gratitudes."
47dc7783-1c54-4eaf-9662-574993e7889f,POTUS is showing signs of erratic behavior and mental instability that place the country in grave danger. Time to invoke the 25th Amendment.,The President's unstable behavior poses a severe threat to the nation. It's time to enact the 25th Amendment.,POTUS showing alla sign of erratic behaviors and mental instability what place that countrys in grave danger. Times to invoke that 25th Amendments.,President unstable behavior pose one threat severe to nation. The thing's time to enact the Amendment 25th.
02b3a6e5-1fbb-44a0-aff3-fda50ddcba1c,"The people of Wisconsin are ready for cannabis reform. It is supported by the majority of the residents of our state, including a majority of Republicans.","Wisconsinites are in favor of cannabis reform, backed by majority of state's residents, including Republicans.","The persons of Wisconsin ready for cannabis reform. is supported by that majority of the residents of for us state , including majority of Republicans.","Alla Wisconsinite favor cannabis reform, backed by majority state residents, Republicans."
078f2944-df21-480f-af89-45db5193fab7,Overdose deaths in WV are up 45% from the prior year. We need to do more to stop these drugs from entering the country and we need to get tough on the criminals that are trafficking them in our communities.,Drug-related fatalities in West Virginia have surged by 45% compared to last year. We must take stronger measures to prevent drug smuggling and hold the criminals accountable for bringing them into our neighborhoods.,Deaths Overdose in WV are up 45% from the year prior. gotta do more to stop these here drugs from entering countrys and gotta get tough on criminals what trafficking them in us belong communities.,Drug-related fatalities West Virginia have surged 45% year last. We must take stronger measures prevent drug smuggling and hold criminal accountable bringing them our neighborhood.
544df717-07bd-41e5-b5bf-1ad8c0827b56,San Francisco had twice as many drug overdose deaths as COVID deaths last year. This true state of emergency is met with political indifference if not encouragement.,"Drug overdose fatalities in San Francisco surpassed COVID-19 deaths by two-fold in 2020. Despite this alarming emergency, political apathy or even endorsement persists.",San Francisco been had twice as drug deaths overdose as COVID deaths year last. This here state true of emergencys is met with indifference political if not encouragement.,"A Drug overdose fatalities San Francisco been surpassed COVID-19 deaths two-a fold 2020. this here alarming a emergency, political a apathy or even a endorsement alla persist."
94484473-537f-4829-9ad8-4fe79ef3f3e4,We have a broken system in D.C. that prohibits the fed gov from negotiating lower Rx drug prices for our senior citizens. Let’s change it.,"In D.C., our system is flawed as it prevents the federal government from securing reduced Rx medication costs for seniors. It's time for a transformation.",She have one system broken D.C. what prohibit those fed gov negotiating lower Rx drug price for us senior citizens . Let’s change em.,"In D.C., our system flawed as the thing prevent that federal government from securing reduced Rx medication costs for alla senior. The thing's time for transformation."
