uuid,human_content,ai_content,human_content_transformed,ai_content_transformed
9772f13c-848d-464c-8e01-93c168898700,Sullivan County “has the highest opioid death rate in all of New York state” yet “it’s the only county in the Hudson Valley not included in the federal High-Intensity Drug Trafficking Area” program.,"Despite having the highest opioid death rate in New York, Sullivan County is excluded from the federal High-Intensity Drug Trafficking Area program, unlike other Hudson Valley counties.",Sullivan County “has the most highest opioid a death a rate all New York a state” yet “heis ’ssing the only a county the Hudson Valley not included the federal High-A Intensity Drug Trafficking Area” a program.,"Despite having the highest opioid a death a rate in New York, Sullivan County is excluded from the federal High-A Intensity Drug Trafficking Area a program, unlike other Hudson Valley counties."
cd2f6a3f-620b-468f-aaef-548749f8b132,Walgreens’ position “has always been” to “dispense Mifepristone in any jurisdiction where it is legally permissible to do so.”,Walgreens has stated they will provide Mifepristone in any area where it is legally allowed.,Walgreens’ position “is been” to “dispense Mifepristone any jurisdiction where is legally permissible for to do so.”,Walgreens stated them might will provide any area Mifepristone where it is legally allowed.
b0a6b8ca-382c-40a1-8cd0-acdc8965df47,New York City Mayor Eric Adams proposes to “ban chocolate milk.”,NYC Mayor Eric Adams suggests outlawing chocolate milk.,New York City Mayor Eric Adams are proposing for to “ban a chocolate a milk.”,NYC Mayor Eric Adams suggests outlawing chocolate milk.
e2153c05-6cf1-45c3-af74-a1c1949da8ff,"When we passed the assault weapons ban, mass shootings went down. When the law expired, mass shootings tripled.","Assault weapons ban lowered mass shootings, expiration caused tripled shootings.","When us passed the assault weapons ban, mass shootings going down. When the law expired, mass shootings tripling.","A Assault weapons a ban lowered a mass shootings, a expiration caused tripled shootings."
475de5dc-2421-46e0-8dd9-d4ca042990db,"In 2021, “11,201 pounds of fentanyl were seized by Customs and Border Protection, which is enough to kill every American nearly seven times over.”","Customs and Border Protection seized 11,201 lbs of fentanyl in 2021, a lethal amount that could kill every American almost seven times.","2021, “11,201 pounds fentanyl was seized by Customs and Border Protection, where is enough to kill every American nearly seven times over.”","Customs and Border Protection seized 11,201 a lbs of a fentanyl in 2021, the lethal a amount might could kill every American almost seven time."
0cbc3952-a5c6-4d8a-a587-17401ce6bc69,“Kathy Barnette wants to build a statue of Barack Obama right next to the one of Abraham Lincoln on Capitol Hill.,Kathy Barnette suggests erecting a statue of Barack Obama beside Abraham Lincoln's on Capitol Hill.,“Kathy Barnette is wanting for to build the statue Barack Obama right next one Abraham Lincoln Capitol Hill.,Kathy Barnette is suggesting erecting the statue of Barack Obama beside Abraham Lincoln's on Capitol Hill.
137d109e-d766-4d5c-8569-e99a703bb4ca,Don Bolduc wants to cut trillions from Medicare and end Social Security.,Bolduc aims to reduce Medicare spending and terminate Social Security.,Don Bolduc is wanting to cut trillions from Medicare and are ending Social Security.,Bolduc aims for to reduce Medicare and terminate Social Security spending.
8971a6f7-d15f-4730-be44-43768a103e2f,"Says Ron Johnson ""wants to put Social Security and Medicare on the chopping block every single year.",Ron Johnson accused of targeting Social Security and Medicare annually.,"Are Saying Ron Johnson ""is wanting for to put Social and Medicare the chopping block Security every single year.",Ron Johnson accused targeting Social Security and Medicare annually.
8fa84272-af0c-4ddc-a4df-3cd8d5e5d42e,Canada is to thank for American football.,Credit Canada for inventing US football.,Canada is to thank American a football.,Credit Canada for inventing US football.
804a9cf0-9beb-4cc0-85a8-765a91999a19,$1 of every $3 (Ron DeSantis) spends comes from the federal government.,The federal government funds one-third of Ron DeSantis' expenses.,$1 of every $ (Ron DeSantis) spends comes the federal government 3.,The federal a government funds one-a third Ron DeSantis' expenses.
144136dd-2875-492d-a461-1df9aa4e6e56,"The state is absorbing the cost of overtime pay for farmworkers, and farm owners do not have to pay any more.","Farmworkers' overtime pay cost is now covered by the state, relieving farm owners of the responsibility.","The a state is absorbing the a cost a overtime a pay farmworkers, and a farm owners do ain't for to pay any more.","Farmworkers' overtime pay cost is now covering by the state, relieving farm owners the responsibility."
d5bdfa7b-1d47-4404-920b-da2cf66844b4,Only 2% of K-12 students would benefit from Iowa’s school voucher bill.,Iowa's school voucher bill would benefit just 2% of K-12 students.,Only 2% K-12 student would benefiting Iowa’s school voucher bill.,Iowa school voucher bill might would benefiting just 2% of K-12 student.
d0f02a17-36af-49a8-875d-c4d306eeddd6,"“Norway spends about $30,000 per child on early childhood care, Finland spends $23,000, Germany $18,000” and the U.S. $500.","The U.S. spends $500 per child on early childhood care while Norway spends $30,000, Finland spends $23,000, and Germany spends $18,000.","“Norway is spending about $30,000 child early childhood care, Finland is spending $23,000, Germany $18,000” and the U.S. $500.","U.S. spends $500 per child on early childhood care while Norway spends $30,000, Finland spends $23,000, and Germany spends $18,000."
43902e83-6972-40f9-88a5-25de15ad3376,"In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.","Over 75% of GOP bills had public hearings in the current Wisconsin State Assembly session, while less than 2% of Democratic bills were granted a hearing by the GOP.","Wisconsin State Assembly this session, more than 75% GOP bills receive the public hearing. Meanwhile, GOP allow less than 2% Democratic bills for to have the hearing.","Over 75% GOP bills had public hearings the current Wisconsin State Assembly session, while less than 2% Democratic bills was granted hearing GOP."
e677ad35-b22b-4c3a-92f0-2d25754325b2,"Historically, our spring elections (including for state Supreme Court) have a smaller turnout associated with them.","In the past, lower participation has been linked to spring elections, including those for the state's highest court.","Historically, us spring elections (including for state Supreme Court) have the smaller turnout associated with them.","Past, lower participation has been linked spring elections, them state's highest court."
86869564-360e-4d0a-baf4-0595c2a34452,“Clarence Thomas is about to become the only member of the current Supreme Court who was nominated by a president of one party and confirmed by a Senate controlled by the other party.”,"Soon, Clarence Thomas will be the solitary member of SCOTUS picked by one party's president but confirmed by the opposing party's Senate.",“Clarence Thomas is about for to become the only a member of the current Supreme Court which was nominated them by a president of one a party and confirmed by Senate controlled by the other a party.”,"Soon, Clarence Thomas might will be the solitary a member of SCOTUS picked by one a party's a president which confirmed by the opposing a party's Senate."
4105841f-8314-41fa-9e4d-2476fe172842,Florida has “the second lowest tax burden per capita in the United States.”,Florida ranks second for lowest per capita tax burden in the US.,Florida has “the second most lowest tax burden per capita in the United States.”,Florida is ranking second most lowest per capita tax burden the We.
ff7790aa-0a60-4d26-9fce-d9ec19c6df23,Virginia tax receipts “in just the last four years alone have grown 50%.”,Virginia's tax revenue surged by 50% in the past 4 years.,Virginia tax receipts “in just the last four year alone is grew 50.”,Virginia's a tax a revenue surged 50a % the past 4 year.
f791bc23-d61e-41bb-9b54-f326363a1cba,Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children.,Iowa GOP proposes cameras in every classroom to livestream school activities for parental monitoring.,Iowa Republicans have introduced the a bill that might would put a government-installed cameras in every single a classroom for to livestream a school activities for parents to spy on teachers and childs.,Iowa GOP proposing cameras every a classroom for to livestream a school activities parental a monitoring.
7e548876-da27-49c9-9447-1413089d0adc,“One in six local election officials have received threats of violence” and threats against judges have doubled over four years and threats against members of Congress have increased by 10 times over five years.,"Threats of violence against 16.6% of local election officials, doubled threats against judges in 4 years & 10 times increase in threats against Congress members in 5 years.",“One in six local a election official have received threats of a violence” and threats against judges have doubled over four year and threats against members of Congress have increased by 10 times over five year.,"Threats violence 16.6% local election officials, double threats judges 4 years & 10 times are increasing threats Congress members 5 years."
b5730bd3-7cea-4288-9191-518d67f0f41c,“I voted with Trump on trade.”,I sided with Trump on trade.,“She vote Trump trade.”,Side with trade Trump.
d395af9e-ad9d-4c99-88ea-36a5f8e36e3d,“Obama imposed stricter rules on trains carrying toxins. Trump killed them.”,"Toxic-carrying train rules tightened by Obama, repealed by Trump.",“Obama imposed more stricter rules on trains carrying toxins. Trump killed them.”,"Toxic-carrying train rules tightened by , repealed Trump Obama."
8d14f127-bba3-429f-96b8-dd2b421c460e,“We have more oil and gas permits than ever before right now.”,"Currently, record-high permits for oil and gas exist.",“We having more a oil and a gas permits than ever before right now.”,"Currently, a record-high permits a oil and a gas a exist."
f0e5a190-87a2-4f2f-a03a-580ffd81a7a6,Joe Biden’s $36 billion for a union pension fund is “the largest private pension bailout in American history.”,The $36 billion allotted by Joe Biden for a union pension fund marks the biggest private pension rescue in US history.,Joe Biden’s $36 billion for the union pension fund is “the most large private pension bailout in American history.”,The $36 billion allotted by Joe Biden for union pension fund marking the most big private pension rescue in US history.
f15f6c52-06da-4748-b80c-e020f6cb6dbd,“Abigail Spanberger still votes with and shares Joe Biden’s positions 100% of the time.”,Abigail Spanberger aligns with Joe Biden's policies and voting record completely.,“Abigail Spanberger still is voting with and shares Joe Biden’s positions 100a % of the a time.”,Abigail Spanberger is aligning Joe Biden's policies and voting record completely.
80d261d1-d689-4501-96bb-71d91cec4ec0,"The tax carve out (Ron) Johnson spearheaded overwhelmingly benefited the wealthiest, over small businesses.","Ron Johnson's tax provision largely favored the rich, not small enterprises.","A tax a carve (Ron) Johnson spearheadeded overwhelmingly benefited most wealthiest, small businesses.","Ron Johnson's a tax a provision largely favor the rich, not small enterprises."
b1164b0d-e942-429a-b2b4-fae30ba21cf2,"“Within two years, there were two 500-year (storm) events” in Wisconsin.",Two 500-year storms hit Wisconsin in just 24 months.,"“Within two year, there was two 500-year (storm) event” in Wisconsin.",Two 500-year storms hitted just 24 months Wisconsin.
05cd36f3-a6c0-463e-8efa-fb43d68fa8b8,Proposed rule would limit milk for WIC participants,WIC participants face milk restriction under new rule.,Proposed rule would limiting WIC participants milk,WIC participants face milk restriction new rule.
92ba8243-2a6e-4c38-b16a-24fad1208970,"Adam Laxalt ""wants to restrict"" and ""worked to limit access to birth control.",Laxalt aims to limit birth control access.,"Adam Laxalt ""is wanting for to restrict"" and ""work for to limit birth control access.",Laxalt is aiming to limit birth control access.
adce5026-7c46-4d69-ab5c-f384d6b9be11,Says gubernatorial candidate Rebecca Kleefisch “worked with Scott Walker to sign five abortion restrictions into law that took away services and threatened doctors with prison time for providing safe and legal abortions.”,"Rebecca Kleefisch, a gubernatorial candidate, is accused of collaborating with Scott Walker to impose five abortion restrictions that curtailed services and posed a risk of imprisonment for doctors who performed legal and secure abortions.",Are Saying gubernatorial a candidate Rebecca Kleefisch “worked Scott Walker to sign five a abortion restrictions a law what taken away services and threatened doctors a prison a time providing safe and legal abortions.”,"Rebecca Kleefisch, the gubernatorial a candidate, is accused of collaborating with Scott Walker to impose five a abortion restrictions that curtail services and pose the a risk of a imprisonment for doctors who perform legal and secure abortions."
57f4c5c4-c86c-4539-a4ce-d71378d338a9,"Thirty years ago, the United States ranked sixth among advanced economies in the share of women in the workforce. You know where we are today? Twenty-three.”","In the past 30 years, the US has dropped from 6th to 23rd in female workforce participation among advanced economies.","Thirty year ago, the United States rank sixth among advanced economies in the share of womans in the workforce. Y'all are knowing where we are today? Twenty-three.”","The past 30 years, the US has dropped a 6th a 23rd female a workforce a participation advanced economies."
798fca3d-9ef7-45da-b282-aeff23efb0fa,“Lifetime earnings of someone with a college degree is over a million dollars more than those entering the workforce without one.”,Individuals with a college degree earn over a million dollars more in their lifetime compared to those without one.,“A Lifetime earnings a someone a college a degree is a million dollar more them entering a workforce one.”,Individuals with college degree are earning over a million dollar more in their lifetime compared to them without one.
065634b7-7fc1-4d99-b742-0b918ad7f51f,Fifty-four percent of Wisconsinites live in a child care desert.,Over half of Wisconsin residents reside in an area without adequate childcare.,Fifty-four percent of live child care desert Wisconsinites.,Half Wisconsin residents reside area adequate childcare.
2a50e5c6-372f-40ed-8ff0-2170f1fa5b7f,"The oil industry has ""9,000 permits to drill now. They could be drilling right now, yesterday, last week, last year.","Summary: The oil industry possesses 9,000 permits to drill, which could have been put into use in the past. Revised post: With 9,000 drilling permits in hand, the oil industry has the ability to start drilling at any time - be it yesterday, last week, or even last year.","Oil industry having ""9,000 permits to drill now. They might could be drilling right now, yesterday, last week, last year.","Summary: oil industry is possessing 9,000 permits for to drill, what could have been put them into use in past. Revised post: With 9,000 drilling permits in hand, oil industry has ability for to start drilling at any time - be yesterday, last week, or even last year."
3a044b7a-872a-4719-be28-d1dc34b0f43a,"“Title 42 and other Trump-era holdovers are forcing migrants into dangerous, overcrowded conditions in Mexico.”","Summary: Policies from the Trump-era such as Title 42 are leading migrants into risky and cramped conditions in Mexico. Revised post: Trump's policies, including Title 42, are resulting in hazardous and packed living conditions for migrants in Mexico.","“Title 42 and other Trump-era holdovers are forcing migrants dangerous, overcrowded conditions Mexico.”","Summary: Policies the Trump-era such Title 42 are leading migrants risky and cramped conditions Mexico. Revised post: Trump's policies, Title 42, are resulting hazardous and packed living conditions migrants Mexico."
20b7936d-22b6-42c8-8c35-fb9f57baca4f,West Virginia is poised to “receive $25M for 160 orphaned well clean-up projects across the state.”,Summary: West Virginia will get $25M for 160 orphaned well cleanup projects across the state. Revised post: Funds worth $25M are set to be allocated to West Virginia for the cleanup of 160 orphaned wells spread across the state.,West Virginia is poising for to “receive $25M 160 orphaned well clean-up projects state.”,A Summary: West Virginia will get $25A M for 160 orphaned well a cleanup project across the a state. Revised a post: Funds worth $25M are set for to be allocated to West Virginia for the a cleanup of 160 orphaned well spread across the a state.
78138d4d-b667-443e-b8ea-87a591806a15,"With three months remaining in the Fiscal Year, (the border patrol) has already encountered more illegal immigrants along the Southwest border"" than in any previous fiscal year.",Border patrol officials have reported encountering record numbers of illegal immigrants on the Southwest border with three months left in the fiscal year.,"With three month remaining in the Fiscal Year, (the a border a patrol) has already encountered more illegal immigrants along the Southwest a border"" than in any previous fiscal a year.",Border patrol officials have reporting encountering record numbers illegal immigrants Southwest border three month left the fiscal year.
ae2c25c3-de03-4dac-be87-3d8cc2ad0ee2,"When we passed the assault weapons ban, mass shootings went down. When the law expired, mass shootings tripled.",Assault weapons ban lowered mass shootings; expiration tripled them.,"When she passed assault weapons ban, mass shootings goed down. When law expired, mass shootings tripled.",Assault weapons ban lowered mass shootings; expiration triple they.
b2f97e67-0744-442b-a9d3-91a3a45004dd,"In 2021, “11,201 pounds of fentanyl were seized by Customs and Border Protection, which is enough to kill every American nearly seven times over.”","Customs and Border Protection seized 11,201 lbs of fentanyl in 2021, capable of killing every American nearly seven times over. #drugseizure #CBP #fentanyl","2021, “11,201 pounds fentanyl were seizing by Customs and Border Protection, which is like enough for to kill every American nearly seven times over.”","Customs and Border Protection seizing 11,201 lbs of fentanyl in 2021, capable of killing every American nearly seven times over. #drugseizuring #CBP #fentanyl"
